Delivery Date,Delivery Hour,Delivery Interval,Repeated Hour Flag,Settlement Point Name,Settlement Point Type,Settlement Point Price
06/01/2024,1,1,N,HB_HOUSTON,HU,17.69
06/01/2024,1,2,N,HB_HOUSTON,HU,18.33
06/01/2024,1,3,N,HB_HOUSTON,HU,17.85
06/01/2024,1,4,N,HB_HOUSTON,HU,18.01
06/01/2024,1,1,N,HB_NORTH,HU,17.69
06/01/2024,1,2,N,HB_NORTH,HU,18.33
06/01/2024,1,3,N,HB_NORTH,HU,17.85
06/01/2024,1,4,N,HB_NORTH,HU,18.01
06/01/2024,1,1,N,HB_SOUTH,HU,17.69
06/01/2024,1,2,N,HB_SOUTH,HU,18.33
06/01/2024,1,3,N,HB_SOUTH,HU,17.85
06/01/2024,1,4,N,HB_SOUTH,HU,18.01
06/01/2024,1,1,N,HB_WEST,HU,17.69
06/01/2024,1,2,N,HB_WEST,HU,18.33
06/01/2024,1,3,N,HB_WEST,HU,17.85
06/01/2024,1,4,N,HB_WEST,HU,18.01
06/01/2024,2,1,N,HB_HOUSTON,HU,16.57
06/01/2024,2,2,N,HB_HOUSTON,HU,14.58
06/01/2024,2,3,N,HB_HOUSTON,HU,13.37
06/01/2024,2,4,N,HB_HOUSTON,HU,12.86
06/01/2024,2,1,N,HB_NORTH,HU,16.57
06/01/2024,2,2,N,HB_NORTH,HU,14.58
06/01/2024,2,3,N,HB_NORTH,HU,13.37
06/01/2024,2,4,N,HB_NORTH,HU,12.86
06/01/2024,2,1,N,HB_SOUTH,HU,16.57
06/01/2024,2,2,N,HB_SOUTH,HU,14.58
06/01/2024,2,3,N,HB_SOUTH,HU,13.37
06/01/2024,2,4,N,HB_SOUTH,HU,12.86
06/01/2024,2,1,N,HB_WEST,HU,16.57
06/01/2024,2,2,N,HB_WEST,HU,14.58
06/01/2024,2,3,N,HB_WEST,HU,13.37
06/01/2024,2,4,N,HB_WEST,HU,12.86
06/01/2024,3,1,N,HB_HOUSTON,HU,10.29
06/01/2024,3,2,N,HB_HOUSTON,HU,9.29
06/01/2024,3,3,N,HB_HOUSTON,HU,6.51
06/01/2024,3,4,N,HB_HOUSTON,HU,6.27
06/01/2024,3,1,N,HB_NORTH,HU,10.29
06/01/2024,3,2,N,HB_NORTH,HU,9.22
06/01/2024,3,3,N,HB_NORTH,HU,6.28
06/01/2024,3,4,N,HB_NORTH,HU,5.92
06/01/2024,3,1,N,HB_SOUTH,HU,10.29
06/01/2024,3,2,N,HB_SOUTH,HU,9.35
06/01/2024,3,3,N,HB_SOUTH,HU,6.72
06/01/2024,3,4,N,HB_SOUTH,HU,6.59
06/01/2024,3,1,N,HB_WEST,HU,10.29
06/01/2024,3,2,N,HB_WEST,HU,9.09
06/01/2024,3,3,N,HB_WEST,HU,5.89
06/01/2024,3,4,N,HB_WEST,HU,5.33
06/01/2024,4,1,N,HB_HOUSTON,HU,6.31
06/01/2024,4,2,N,HB_HOUSTON,HU,3.78
06/01/2024,4,3,N,HB_HOUSTON,HU,3.81
06/01/2024,4,4,N,HB_HOUSTON,HU,8.47
06/01/2024,4,1,N,HB_NORTH,HU,6.01
06/01/2024,4,2,N,HB_NORTH,HU,3.78
06/01/2024,4,3,N,HB_NORTH,HU,3.81
06/01/2024,4,4,N,HB_NORTH,HU,4.72
06/01/2024,4,1,N,HB_SOUTH,HU,6.57
06/01/2024,4,2,N,HB_SOUTH,HU,3.78
06/01/2024,4,3,N,HB_SOUTH,HU,3.81
06/01/2024,4,4,N,HB_SOUTH,HU,6.79
06/01/2024,4,1,N,HB_WEST,HU,5.5
06/01/2024,4,2,N,HB_WEST,HU,3.78
06/01/2024,4,3,N,HB_WEST,HU,3.81
06/01/2024,4,4,N,HB_WEST,HU,5.12
06/01/2024,5,1,N,HB_HOUSTON,HU,5.3
06/01/2024,5,2,N,HB_HOUSTON,HU,8.54
06/01/2024,5,3,N,HB_HOUSTON,HU,9.49
06/01/2024,5,4,N,HB_HOUSTON,HU,11.58
06/01/2024,5,1,N,HB_NORTH,HU,5.24
06/01/2024,5,2,N,HB_NORTH,HU,6.22
06/01/2024,5,3,N,HB_NORTH,HU,9.45
06/01/2024,5,4,N,HB_NORTH,HU,11.58
06/01/2024,5,1,N,HB_SOUTH,HU,5.28
06/01/2024,5,2,N,HB_SOUTH,HU,7.5
06/01/2024,5,3,N,HB_SOUTH,HU,9.47
06/01/2024,5,4,N,HB_SOUTH,HU,11.58
06/01/2024,5,1,N,HB_WEST,HU,5.25
06/01/2024,5,2,N,HB_WEST,HU,6.46
06/01/2024,5,3,N,HB_WEST,HU,9.46
06/01/2024,5,4,N,HB_WEST,HU,11.58
06/01/2024,6,1,N,HB_HOUSTON,HU,12.5
06/01/2024,6,2,N,HB_HOUSTON,HU,15.37
06/01/2024,6,3,N,HB_HOUSTON,HU,18.09
06/01/2024,6,4,N,HB_HOUSTON,HU,16.64
06/01/2024,6,1,N,HB_NORTH,HU,12.5
06/01/2024,6,2,N,HB_NORTH,HU,15.37
06/01/2024,6,3,N,HB_NORTH,HU,18.09
06/01/2024,6,4,N,HB_NORTH,HU,16.64
06/01/2024,6,1,N,HB_SOUTH,HU,12.5
06/01/2024,6,2,N,HB_SOUTH,HU,15.37
06/01/2024,6,3,N,HB_SOUTH,HU,18.09
06/01/2024,6,4,N,HB_SOUTH,HU,16.64
06/01/2024,6,1,N,HB_WEST,HU,12.5
06/01/2024,6,2,N,HB_WEST,HU,15.37
06/01/2024,6,3,N,HB_WEST,HU,18.09
06/01/2024,6,4,N,HB_WEST,HU,16.64
06/01/2024,7,1,N,HB_HOUSTON,HU,17.66
06/01/2024,7,2,N,HB_HOUSTON,HU,16.16
06/01/2024,7,3,N,HB_HOUSTON,HU,15.7
06/01/2024,7,4,N,HB_HOUSTON,HU,15.82
06/01/2024,7,1,N,HB_NORTH,HU,17.66
06/01/2024,7,2,N,HB_NORTH,HU,16.16
06/01/2024,7,3,N,HB_NORTH,HU,15.7
06/01/2024,7,4,N,HB_NORTH,HU,15.82
06/01/2024,7,1,N,HB_SOUTH,HU,17.66
06/01/2024,7,2,N,HB_SOUTH,HU,16.16
06/01/2024,7,3,N,HB_SOUTH,HU,15.7
06/01/2024,7,4,N,HB_SOUTH,HU,15.82
06/01/2024,7,1,N,HB_WEST,HU,17.66
06/01/2024,7,2,N,HB_WEST,HU,16.16
06/01/2024,7,3,N,HB_WEST,HU,15.7
06/01/2024,7,4,N,HB_WEST,HU,15.82
06/01/2024,8,1,N,HB_HOUSTON,HU,13.94
06/01/2024,8,2,N,HB_HOUSTON,HU,14.3
06/01/2024,8,3,N,HB_HOUSTON,HU,14.68
06/01/2024,8,4,N,HB_HOUSTON,HU,14.05
06/01/2024,8,1,N,HB_NORTH,HU,13.94
06/01/2024,8,2,N,HB_NORTH,HU,14.3
06/01/2024,8,3,N,HB_NORTH,HU,14.68
06/01/2024,8,4,N,HB_NORTH,HU,14.05
06/01/2024,8,1,N,HB_SOUTH,HU,13.94
06/01/2024,8,2,N,HB_SOUTH,HU,14.3
06/01/2024,8,3,N,HB_SOUTH,HU,14.68
06/01/2024,8,4,N,HB_SOUTH,HU,14.05
06/01/2024,8,1,N,HB_WEST,HU,13.94
06/01/2024,8,2,N,HB_WEST,HU,14.3
06/01/2024,8,3,N,HB_WEST,HU,14.68
06/01/2024,8,4,N,HB_WEST,HU,14.05
06/01/2024,9,1,N,HB_HOUSTON,HU,14.72
06/01/2024,9,2,N,HB_HOUSTON,HU,16.1
06/01/2024,9,3,N,HB_HOUSTON,HU,15.2
06/01/2024,9,4,N,HB_HOUSTON,HU,12.44
06/01/2024,9,1,N,HB_NORTH,HU,14.72
06/01/2024,9,2,N,HB_NORTH,HU,16.1
06/01/2024,9,3,N,HB_NORTH,HU,15.2
06/01/2024,9,4,N,HB_NORTH,HU,12.44
06/01/2024,9,1,N,HB_SOUTH,HU,14.72
06/01/2024,9,2,N,HB_SOUTH,HU,16.1
06/01/2024,9,3,N,HB_SOUTH,HU,15.2
06/01/2024,9,4,N,HB_SOUTH,HU,12.44
06/01/2024,9,1,N,HB_WEST,HU,14.72
06/01/2024,9,2,N,HB_WEST,HU,16.1
06/01/2024,9,3,N,HB_WEST,HU,15.2
06/01/2024,9,4,N,HB_WEST,HU,12.44
06/01/2024,10,1,N,HB_HOUSTON,HU,13.78
06/01/2024,10,2,N,HB_HOUSTON,HU,13.87
06/01/2024,10,3,N,HB_HOUSTON,HU,13.57
06/01/2024,10,4,N,HB_HOUSTON,HU,15.03
06/01/2024,10,1,N,HB_NORTH,HU,13.78
06/01/2024,10,2,N,HB_NORTH,HU,13.87
06/01/2024,10,3,N,HB_NORTH,HU,13.57
06/01/2024,10,4,N,HB_NORTH,HU,15.03
06/01/2024,10,1,N,HB_SOUTH,HU,13.78
06/01/2024,10,2,N,HB_SOUTH,HU,13.87
06/01/2024,10,3,N,HB_SOUTH,HU,13.57
06/01/2024,10,4,N,HB_SOUTH,HU,15.03
06/01/2024,10,1,N,HB_WEST,HU,13.78
06/01/2024,10,2,N,HB_WEST,HU,13.87
06/01/2024,10,3,N,HB_WEST,HU,13.57
06/01/2024,10,4,N,HB_WEST,HU,15.03
06/01/2024,11,1,N,HB_HOUSTON,HU,20.09
06/01/2024,11,2,N,HB_HOUSTON,HU,20.81
06/01/2024,11,3,N,HB_HOUSTON,HU,19.83
06/01/2024,11,4,N,HB_HOUSTON,HU,19.59
06/01/2024,11,1,N,HB_NORTH,HU,20.09
06/01/2024,11,2,N,HB_NORTH,HU,20.81
06/01/2024,11,3,N,HB_NORTH,HU,19.83
06/01/2024,11,4,N,HB_NORTH,HU,19.59
06/01/2024,11,1,N,HB_SOUTH,HU,20.09
06/01/2024,11,2,N,HB_SOUTH,HU,20.81
06/01/2024,11,3,N,HB_SOUTH,HU,19.83
06/01/2024,11,4,N,HB_SOUTH,HU,19.59
06/01/2024,11,1,N,HB_WEST,HU,20.09
06/01/2024,11,2,N,HB_WEST,HU,20.81
06/01/2024,11,3,N,HB_WEST,HU,19.83
06/01/2024,11,4,N,HB_WEST,HU,19.59
06/01/2024,12,1,N,HB_HOUSTON,HU,21.37
06/01/2024,12,2,N,HB_HOUSTON,HU,21.9
06/01/2024,12,3,N,HB_HOUSTON,HU,33.14
06/01/2024,12,4,N,HB_HOUSTON,HU,32.57
06/01/2024,12,1,N,HB_NORTH,HU,21.5
06/01/2024,12,2,N,HB_NORTH,HU,22.06
06/01/2024,12,3,N,HB_NORTH,HU,33.32
06/01/2024,12,4,N,HB_NORTH,HU,32.57
06/01/2024,12,1,N,HB_SOUTH,HU,20.45
06/01/2024,12,2,N,HB_SOUTH,HU,20.65
